nonaccredited_cnt,investment_cnt,accredited_sum,facility_cnt,meal_cnt,research_rank,nonaccredited_rank,speaking_sum,education_cnt,honoraria_cnt,grant_rank,consulting_rank,grant_sum,honoraria_rank,investment_rank,general_rank,meal_rank,royalty_rank,travel_sum,grant_cnt,royalty_cnt,investment_sum,honoraria_sum,id,facility_sum,entertainment_rank,entertainment_sum,gift_cnt,travel_cnt,drugname,charitable_sum,accredited_cnt,desc,speaking_rank,research_sum,travel_rank,charitable_cnt,categories,meal_sum,speaking_cnt,gift_sum,accredited_rank,royalty_sum,general_cnt,class,consulting_cnt,education_rank,research_cnt,total_sum,nonaccredited_sum,total_count,education_sum,companies,gift_rank,entertainment_cnt,url,general_sum,consulting_sum,charitable_rank,facility_rank
,,,,307,543,,,5,,,443,,,,630,586,,11932,,,,,9825,,,,,3,XELODA,,,Treats breast cancer and colon cancer.,,18024,359,,{},4243,,,,,323,Antineoplastic Agent,8,345,3,24794,,323,63,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009427/?report=details,24794,8554,,
,,,,29,472,,,,,,,,,,1057,781,,,,,,,7783,,,,,,MYFORTIC,,,Prevents your body from rejecting an organ after transplant by suppressing your immune system.,,41651,,,{},660,,,,,29,Immune Suppressant,,,20,660,,29,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0014348/?report=details,660,,,
,,,,39,539,,,,,,337,,,,658,702,,,,,,,7582,,,,,,MARQIBO,,,Treats Philadelphia chromosome-negative acute lymphoblastic leukemia.,,19139,,,{},1342,,,,,47,Antineoplastic Agent,8,,1,22242,,47,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0014368/?report=details,22242,20900,,
,,,,5,616,,12650,,,,,,,,580,816,,23281,,,,,5376,,,,,17,ARICEPT,,,Treats Alzheimer disease.,317,5000,268,,{},421,2,,,,24,Central Nervous System Agent,,,1,36352,,24,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010014/?report=details,36352,,,
,,,,32,546,,,,,,352,,,,648,639,,2325,,,,,7993,,,,,2,OCTAPLAS,,,Replaces multiple clotting factors. Also used in plasma exchange.,,16970,531,,{},2544,,,,,42,Blood Modifier Agent,8,,12,23909,,42,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0014603/?report=details,23909,19039,,
,,,,34,503,,970,,,,449,,,,774,813,,902,,,,,9696,,,,,4,VFEND,,,Treats fungal infections.,425,30000,604,,{},455,1,,,,45,Antifungal,6,,1,10364,,45,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012672/?report=details,10364,8037,,
,,,,1,503,,,,,,,,,,990,972,,1546,,,,,8343,,,,,3,PLETAL,,,Treats a circulation problem in which too little blood flows into your leg muscles (intermittent claudication). Helps you walk longer distances with less pain.,,30000,561,,{},55,,,,,4,Platelet Aggregation Inhibitor,,,1,1602,,4,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009616/?report=details,1602,,,
,,,,60,569,,,,,,,,,,680,668,,17122,,,,,6715,,,,,49,FLUCELVAX,,,Helps prevent infection with influenza (flu) virus.,,11768,314,,{},2040,,,,,109,Vaccine,,,44,19162,,109,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010716/?report=details,19162,,,
,,,,2,523,,,,,,471,,,,834,886,,,,,,,5905,,,,,,CIPRO,,,Treats infections. This medicine is a quinolone antibiotic.,,23435,,,{},152,,,,,4,Antibiotic,2,,6,6552,,4,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009624/?report=details,6552,6400,,
,,,,2,523,,,,,,471,,,,834,886,,,,,,,5905,,,,,,CIPRO,,,Treats infections. This medicine is a quinolone antibiotic.,,23435,,,{},152,,,,,4,Antitubercular,2,,6,6552,,4,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009624/?report=details,6552,6400,,
,,,,4,514,,,,,,657,,,,946,956,,1897,,,,,7306,,,,,1,IXIARO,,,Prevents Japanese encephalitis (brain swelling). This is a vaccine.,,26539,549,,{},68,,,,,6,Vaccine,1,,6,2416,,6,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010820/?report=details,2416,450,,
,,,,1,510,,,,,,,,,,1262,1049,,,,,,,7466,,,,,,LEXIVA,,,"Treats human immunodeficiency virus (HIV) infection. HIV causes acquired immune deficiency syndrome (AIDS). Fosamprenavir does not cure HIV or AIDS, but it may slow the progress of the disease when used in combination with other drugs.",,28842,,,{},10,,,,,1,Antiretroviral Agent,,,1,10,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010390/?report=details,10,,,
,,,,25,610,,,,,,398,,,,681,703,,4713,,,,,6397,,,,,8,ELAPRASE,,,"Improves walking ability in people with an enzyme deficiency called mucopolysaccharidosis II (MPS II), or Hunter syndrome.",,6690,481,,{},1333,,,,,43,Enzyme Replacement,10,,4,19097,,43,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010665/?report=details,19097,13050,,
,,,,557,600,,9700,153,,,,,,,702,543,,,,,,,5981,,,,,,COMBIVENT,,,Treats chronic obstructive pulmonary disease (COPD).,329,7500,,,{},6472,45,,,,755,Bronchodilator,,288,1,16325,,755,153,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010776/?report=details,16325,,,
,,,,11,533,,,,,,,,,,1036,733,,,,,,,5699,,,,,,BUDESONIDE,,,Prevents asthma attacks. This medicine is a steroid.,,20000,,,{},961,,,,,11,Anti-Inflammatory,,,1,961,,11,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009335/?report=details,961,,,
,,,,11,533,,,,,,,,,,1036,733,,,,,,,5699,,,,,,BUDESONIDE,,,Prevents asthma attacks. This medicine is a steroid.,,20000,,,{},961,,,,,11,Endocrine-Metabolic Agent,,,1,961,,11,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009335/?report=details,961,,,
,,,,11,533,,,,,,,,,,1036,733,,,,,,,5699,,,,,,BUDESONIDE,,,Prevents asthma attacks. This medicine is a steroid.,,20000,,,{},961,,,,,11,Gastrointestinal Agent,,,1,961,,11,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009335/?report=details,961,,,
,,,,105,537,,,1,,,,,,,981,683,,,,,,,5167,,,,,,ADENOSCAN,,,Treats arrhythmias (uneven heartbeat). Also used during a heart stress test.,,19269,,,{},1651,,,,,106,Antiarrhythmic,,381,1,1683,,106,32,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0008834/?report=details,1683,,,
,,,,281,599,,,1,,,,,,,752,567,,,,,,,7887,,,,,,NEVANAC,,,Treats eye pain and inflammation after cataract surgery. This medicine is an NSAID.,,7807,,,{},5118,,,,,282,Anti-Inflammatory,,103,2,12420,,282,7302,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011387/?report=details,12420,,,
,,,,2,541,,,,,,,,,,1238,1022,,,,,,,6991,,,,,,HEPAGAM B,,,Prevents hepatitis B from occurring again in HBsAg-positive patients after a liver transplant. It is also used preventatively after exposed to hepatitis B virus.,,18634,,,{},17,,,,,2,Immune Serum,,,7,17,,2,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010553/?report=details,17,,,
,,,,,582,,,,6,,,,137,,1146,,40,,,1,,119,7364,,,,,,KEPIVANCE,,,"Prevents or decreases swelling, irritation, sores, or ulcers on the lining of the mouth caused by medicines that treat blood or bone marrow cancers.",,10469,,,{},,,,,7458,6,Protectant,,,15,119,,6,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011562/?report=details,119,,,
,,,,,582,,,,6,,,,137,,1146,,40,,,1,,119,7364,,,,,,KEPIVANCE,,,"Prevents or decreases swelling, irritation, sores, or ulcers on the lining of the mouth caused by medicines that treat blood or bone marrow cancers.",,10469,,,{},,,,,7458,6,Dental,,,15,119,,6,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011562/?report=details,119,,,
,,,,7,553,,,,,,,,,,1072,915,,337,,,,,7156,,,,,1,INFASURF,,,,,15000,639,,{},110,,,,,8,Lung Surfactant,,,1,448,,8,,{},,,,448,,,
,,,,,647,,,,,,408,,,,756,,,,,,,,6288,,,,,,DONEPEZIL,,,Treats Alzheimer disease.,,1250,,,{},,,,,,1,Central Nervous System Agent,1,,1,12150,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010014/?report=details,12150,12150,,
,,,,,565,,,1,,,,,,,1215,,,,,,,,9892,,,,,,ZIAGEN,,,"Treats human immunodeficiency virus (HIV) infection. HIV causes acquired immune deficiency syndrome (AIDS). This medicine does not cure HIV or AIDS, but combinations of drugs may slow the progress of the disease.",,12736,,,{},,,,,,1,Antiretroviral Agent,,380,1,33,,1,33,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0008765/?report=details,33,,,
,,,,9,570,,340,,,,,,,,1080,969,,,,,,,5732,,,,,,CADUET,,,"Treats high blood pressure and angina (chest pain), and lowers high cholesterol levels. Helps prevent chest pain, stroke, heart attack, or heart and blood vessel diseases. This medicine contains a calcium channel blocker (CCB) and a statin.",438,11613,,,{},59,1,,,,10,Calcium Channel Blocker/HMG-COA Reductase Inhibitor Combination,,,8,399,,10,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0008955/?report=details,399,,,
,,,2,308,607,,,4,,,,,,,873,589,,,,,,,8649,642,,,,,REOPRO,,,Prevents blood clots from forming during a procedure to open blocked blood vessels.,,7000,,,{},4183,,,,,314,Platelet Aggregation Inhibitor,,281,1,4998,,314,172,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0008773/?report=details,4998,,,149
,,,,303,641,,,12,,,562,,,,775,561,,1520,,,,,9184,,,,,6,SUPPRELIN LA,,,Supprelin® LA treats early onset of puberty in children. Vantas® treats symptoms of advanced prostate cancer. Vantas® does not cure cancer.,,1500,566,,{},5407,,,,,323,Endocrine-Metabolic Agent,2,270,1,10341,,323,213,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010564/?report=details,10341,3200,,
,,,,34,589,,,,,,,,,,1060,786,,,,,,,9331,,,,,,THALOMID,,,"Treats and prevents erythema nodosum leprosum, a skin disease caused by leprosy. Also used in combination with dexamethasone to treat multiple myeloma.",,9195,,,{},602,,,,,34,Antineoplastic Agent,,,11,602,,34,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012379/?report=details,602,,,
,,,,34,589,,,,,,,,,,1060,786,,,,,,,9331,,,,,,THALOMID,,,"Treats and prevents erythema nodosum leprosum, a skin disease caused by leprosy. Also used in combination with dexamethasone to treat multiple myeloma.",,9195,,,{},602,,,,,34,Leprostatic,,,11,602,,34,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012379/?report=details,602,,,
,,,,187,652,,,,11,,,,105,,821,625,,736,,,,3550,6562,,,,,3,EPZICOM,,,"Treats human immunodeficiency virus (HIV) infection. HIV causes acquired immune deficiency syndrome (AIDS). This medicine does not cure HIV or AIDS, but combinations of drugs may slow the progress of the disease.",,1000,613,,{},2927,,,,,201,Antiretroviral Agent,,,1,7214,,201,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0008769/?report=details,7214,,,
,,,,24,644,,1050,,,,493,,,,838,834,,,,,,,9455,,,,,,TRILIPIX,,,Lowers high cholesterol and triglyceride levels in the blood.,418,1338,,,{},349,3,,,,29,Antihyperlipidemic,2,,1,6471,,29,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010276/?report=details,6471,5072,,
,,,,2,632,,,,,,570,,,,908,912,,428,,,,,8598,,,,,3,RECLAST,,,"Treats high blood calcium levels. Also treats bone damage caused by Paget disease, multiple myeloma, and cancers that spread to the bone. Also treats osteoporosis and reduces the risk of hip fractures in certain patients.",,2040,636,,{},112,,,,,6,Calcium Regulator,1,,2,3531,,6,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012716/?report=details,3531,2990,,
,,,,52,619,,,,1,,,,136,,1023,778,,,,,,350,5658,,,,,,BOOSTRIX,,,"Helps relieve muscle, joint, and nerve pain.",,4124,,,{},686,,,,,53,Analgesic,,,2,1036,,53,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009431/?report=details,1036,,,
,,,,52,619,,,,1,,,,136,,1023,778,,,,,,350,5658,,,,,,BOOSTRIX,,,"Helps relieve muscle, joint, and nerve pain.",,4124,,,{},686,,,,,53,Neuropathic Pain Agent,,,2,1036,,53,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009431/?report=details,1036,,,
,,,,,630,,,,,,,,,,930,,,2931,,,,,9620,,,,,4,VALTURNA,,,Treats high blood pressure. This medicine is a combination of a renin inhibitor and an angiotensin receptor blocker (ARB).,,2161,516,,{},,,,,,4,Antihypertensive,,,1,2931,,4,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0008881/?report=details,2931,,,
,,,,,638,,,,,,606,,,,965,,,,,,,,8625,,,,,,RELENZA,,,Treats and helps prevent the flu (influenza type A and B).,,1625,,,{},,,,,,1,Antiviral,1,,1,1950,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012696/?report=details,1950,1950,,
,,,,32,637,,,2,,,,,,,1042,745,,,,,,,8633,,,,,,RENAGEL,,,Lowers the amount of phosphorus in blood of patients receiving kidney dialysis.,,1724,,,{},866,,,,,34,Phosphate Binder,,416,3,874,,34,8,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012110/?report=details,874,,,
,,,,30,634,,,,,,,,,,1078,820,,,,,,,9234,,,,,,SYMBYAX,,,Treats depression. This medicine contains an SSRI.,,1905,,,{},403,,,,,30,Antidepressant,,,1,403,,30,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011478/?report=details,403,,,
,,,,30,634,,,,,,,,,,1078,820,,,,,,,9234,,,,,,SYMBYAX,,,Treats depression. This medicine contains an SSRI.,,1905,,,{},403,,,,,30,Antipsychotic,,,1,403,,30,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011478/?report=details,403,,,
,,,,3,630,,,,,,,,,,1199,980,,,,,,,6269,,,,,,DIOVAN,,,Treats high blood pressure and heart failure. May lower the risk of death after a heart attack. This medicine is an angiotensin receptor blocker (ARB).,,2161,,,{},47,,,,,3,Cardiovascular Agent,,,1,47,,3,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012598/?report=details,47,,,
,,,,3,630,,,,,,,,,,1199,980,,,,,,,6269,,,,,,DIOVAN,,,Treats high blood pressure and heart failure. May lower the risk of death after a heart attack. This medicine is an angiotensin receptor blocker (ARB).,,2161,,,{},47,,,,,3,Renal Protective Agent,,,1,47,,3,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012598/?report=details,47,,,
,,,,1,651,,,,,,636,,,,1021,919,,0,,,,,7200,,,,,3,INSPRA,,,Treats high blood pressure. A lower blood pressure can reduce the risk of stroke and heart attack. Also treats congestive heart failure (CHF) after a heart attack.,,1100,682,,{},107,,,,,5,Cardiovascular Agent,1,,2,1107,,5,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010126/?report=details,1107,1000,,
,,,,,,,,,,,642,,,,1033,,,,,,,,8018,,,,,,OMNARIS,,,Treats symptoms of hay fever (allergic rhinitis). This medicine is a steroid.,,,,,{},,,,,,1,Anti-Inflammatory,1,,,992,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009610/?report=details,992,992,,
,,,,,,,,,,,642,,,,1033,,,,,,,,8018,,,,,,OMNARIS,,,Treats symptoms of hay fever (allergic rhinitis). This medicine is a steroid.,,,,,{},,,,,,1,Endocrine-Metabolic Agent,1,,,992,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009610/?report=details,992,992,,
,,,,106,,,,,,,,,,,1024,726,,,,,,,8467,,,,,,PROCENTRA,,,Treats attention deficit hyperactivity disorder (ADHD). Also treats narcolepsy.,,,,,{},1022,,,,,106,CNS Stimulant,,,,1022,,106,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009889/?report=details,1022,,,
0,0,0,1,56,666,87,0,0,0,69,674,0,142,6,967,741,44,0,0,0,0,0,8389,1000,6,0,0,0,PREDNISOLONE,0,0,"Treats many diseases and conditions, especially problems related to inflammation. Also treats flare-ups of ongoing illnesses, such as colitis, multiple sclerosis, or arthritis. This medicine is a corticosteroid.",455,0,682,0,{},919,0,0,8,0,57,Endocrine-Metabolic Agent,0,432,0,1919,0,57,0,{},54,0,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011824/?report=details,1919,0,23,135
0,0,0,1,56,666,87,0,0,0,69,674,0,142,6,967,741,44,0,0,0,0,0,8389,1000,6,0,0,0,PREDNISOLONE,0,0,"Treats many diseases and conditions, especially problems related to inflammation. Also treats flare-ups of ongoing illnesses, such as colitis, multiple sclerosis, or arthritis. This medicine is a corticosteroid.",455,0,682,0,{},919,0,0,8,0,57,Immune Suppressant,0,432,0,1919,0,57,0,{},54,0,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011824/?report=details,1919,0,23,135
0,0,0,1,56,666,87,0,0,0,69,674,0,142,6,967,741,44,0,0,0,0,0,8389,1000,6,0,0,0,PREDNISOLONE,0,0,"Treats many diseases and conditions, especially problems related to inflammation. Also treats flare-ups of ongoing illnesses, such as colitis, multiple sclerosis, or arthritis. This medicine is a corticosteroid.",455,0,682,0,{},919,0,0,8,0,57,Ophthalmologic Agent,0,432,0,1919,0,57,0,{},54,0,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011824/?report=details,1919,0,23,135
,,,1,,,,,,,,,,,,1026,,,,,,,,9324,1000,,,,,TEXACORT,,,"Treats skin irritation, allergic reactions, and other types of skin problems. Belongs to a class of drugs called corticosteroids.",,,,,{},,,,,,1,Corticosteroid,,,,1000,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010596/?report=details,1000,,,135
,,,1,,,,,,,,,,,,1026,,,,,,,,9324,1000,,,,,TEXACORT,,,"Treats skin irritation, allergic reactions, and other types of skin problems. Belongs to a class of drugs called corticosteroids.",,,,,{},,,,,,1,Intermediate,,,,1000,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010596/?report=details,1000,,,135
,,,1,,,,,,,,,,,,1026,,,,,,,,9324,1000,,,,,TEXACORT,,,"Treats skin irritation, allergic reactions, and other types of skin problems. Belongs to a class of drugs called corticosteroids.",,,,,{},,,,,,1,Corticosteroid,,,,1000,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010596/?report=details,1000,,,135
,,,1,,,,,,,,,,,,1026,,,,,,,,9324,1000,,,,,TEXACORT,,,"Treats skin irritation, allergic reactions, and other types of skin problems. Belongs to a class of drugs called corticosteroids.",,,,,{},,,,,,1,Weak,,,,1000,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010596/?report=details,1000,,,135
,,,,56,,,,,,,,,,,1044,746,,,,,,,7775,,,,,,MUSE,,,,,,,,{},856,,,,,56,Endocrine-Metabolic Agent,,,,856,,56,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0008898/?report=details,856,,,
,,,,56,,,,,,,,,,,1044,746,,,,,,,7775,,,,,,MUSE,,,,,,,,{},856,,,,,56,Erectile Dysfunction Agent,,,,856,,56,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0008898/?report=details,856,,,
,,,,56,,,,,,,,,,,1044,746,,,,,,,7775,,,,,,MUSE,,,,,,,,{},856,,,,,56,Prostaglandin,,,,856,,56,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0008898/?report=details,856,,,
,,,,34,,,,,,,,,,,1045,751,,,,,,,5212,,,,,,AKTEN,,,Used in the eye to cause numbness or loss of feeling before certain procedures. This medicine is a topical anesthetic (numbing medicine).,,,,,{},825,,,,,34,Anesthetic,,,,825,,34,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010932/?report=details,825,,,
,,,,34,,,,,,,,,,,1045,751,,,,,,,5212,,,,,,AKTEN,,,Used in the eye to cause numbness or loss of feeling before certain procedures. This medicine is a topical anesthetic (numbing medicine).,,,,,{},825,,,,,34,Local,,,,825,,34,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010932/?report=details,825,,,
,,,,32,,,,,,,,,,,1046,843,,500,,,,,9664,,,,,1,VELTIN,,,Treats acne. This medicine is a combination of an antibiotic and a retinoid.,,,632,,{},311,,,,,33,Antiacne,,,,811,,33,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009658/?report=details,811,,,
,,,,32,,,,,,,,,,,1046,843,,500,,,,,9664,,,,,1,VELTIN,,,Treats acne. This medicine is a combination of an antibiotic and a retinoid.,,,632,,{},311,,,,,33,Antibacterial,,,,811,,33,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009658/?report=details,811,,,
,,,,32,,,,,,,,,,,1046,843,,500,,,,,9664,,,,,1,VELTIN,,,Treats acne. This medicine is a combination of an antibiotic and a retinoid.,,,632,,{},311,,,,,33,Retinoid Combination,,,,811,,33,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009658/?report=details,811,,,
,,,,64,,,,,,,,,,,1047,753,,,,,,,5198,,,,,,AFLURIA,,,Helps prevent infection with influenza (flu) virus.,,,,,{},806,,,,,64,Vaccine,,,,806,,64,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010716/?report=details,806,,,
,,,,9,,,,6,,,,,,,1087,848,,,,,,,9668,,,,,,VENOFER,,,Treats anemia (lack of iron).,,,,,{},286,,,,,15,Parenteral Mineral-Trace Mineral,,340,,354,,15,68,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010784/?report=details,354,,,
,,,,11,,,,,,,,,,,1038,735,,,,,,,5868,,,,,,CERITINIB,,,Treats non-small cell lung cancer.,,,,,{},936,,,,,11,Antineoplastic Agent,,,,936,,11,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0022734/?report=details,936,,,
,,,,,,,,,,,646,,,,1041,,,,,,,,9407,,,,,,TOPAMAX,,,"Treats and prevents seizures, and helps prevent migraine headaches.",,,,,{},,,,,,1,Anticonvulsant,1,,,875,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012471/?report=details,875,875,,
,,,,,,,,,,,646,,,,1041,,,,,,,,9407,,,,,,TOPAMAX,,,"Treats and prevents seizures, and helps prevent migraine headaches.",,,,,{},,,,,,1,Central Nervous System Agent,1,,,875,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012471/?report=details,875,875,,
,,,,17,,,,,,,,,,,1073,824,,53,,,,,5620,,,,,1,BIVIGAM,,,Treats problems with your immune system. Helps prevent infections or makes the infection less severe. Treats disorders that involve the muscle and nervous systems. Also used to improve muscle strength and disability in certain patients.,,,669,,{},387,,,,,18,Immune Serum,,,,440,,18,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010684/?report=details,440,,,
,,,,31,,,,,,,,,,,1077,818,,,,,,,7516,,,,,,LOVENOX,,,Prevents and treats blood clots. Also treats heart attacks. This medicine is a blood thinner.,,,,,{},404,,,,,31,Anticoagulant,,,,404,,31,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010108/?report=details,404,,,
,,,,,,,561,,,,,,,,1062,,,,,,,,9726,,,,,,VIRAMUNE,,,"Treats HIV infection. HIV causes AIDS. Nevirapine does not cure HIV or AIDS, but combination treatment including nevirapine may slow the progress of the disease.",433,,,,{},,2,,,,2,Antiretroviral Agent,,,,561,,2,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011391/?report=details,561,,,
,,,,34,,,,,,,,,,,1064,798,,,,,,,7292,,,,,,ISTALOL,,,Treats glaucoma. This medicine is a beta-blocker.,,,,,{},520,,,,,34,Antiglaucoma,,,,520,,34,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012425/?report=details,520,,,
,,,,36,,,,,,,,,,,1069,805,,,,,,,8231,,,,,,PEDIARIX,,,"Given to babies and young children to prevent diphtheria, tetanus (lockjaw), pertussis (whooping cough), hepatitis B, and polio.",,,,,{},474,,,,,36,Vaccine,,,,474,,36,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009984/?report=details,474,,,
,,,,,,,,105,,,,,,,1100,,,,,,,,7540,,,,,,LUZU,,,Treats fungus infections on the skin. This is an antifungal medicine.,,,,,{},,,,,,105,Antifungal,,253,,280,,105,280,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0021843/?report=details,280,,,
,,,,,,,,105,,,,,,,1100,,,,,,,,7336,,,,,,JUBLIA,,,Treats fungal infection of the toenails.,,,,,{},,,,,,105,Antifungal,,253,,280,,105,280,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0023332/?report=details,280,,,
,,,,,,,,9,,,,,,,1102,,,,,,,,5882,,,,,,CERVIDIL,,,Helps dilate the opening of the uterus (cervix) in a pregnant woman. Belongs to a class of drugs called prostaglandins.,,,,,{},,,,,,9,Endocrine-Metabolic Agent,,255,,275,,9,275,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009964/?report=details,275,,,
,,,,,,,,9,,,,,,,1102,,,,,,,,5882,,,,,,CERVIDIL,,,Helps dilate the opening of the uterus (cervix) in a pregnant woman. Belongs to a class of drugs called prostaglandins.,,,,,{},,,,,,9,Uterine Stimulant,,255,,275,,9,275,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009964/?report=details,275,,,
,,,,14,,,,,,,,,,,1107,855,,,,,,,6737,,,,,,FOCALIN,,,Treats attention deficit hyperactivity disorder (ADHD).,,,,,{},262,,,,,14,CNS Stimulant,,,,262,,14,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009883/?report=details,262,,,
,,,,,,,,,,,664,,,,1108,,,,,,,,5149,,,,,,ACYCLOVIR,,,,,,,,{},,,,,,1,Antiviral,1,,,250,,1,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0008817/?report=details,250,250,,
,,,,14,,,,,,,,,,,1111,860,,,,,,,5841,,,,,,CEFTIDOREN,,,Treats infections caused by bacteria. This medicine is a cephalosporin antibiotic.,,,,,{},220,,,,,14,Antibiotic,,,,220,,14,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009494/?report=details,220,,,
,,,,9,,,,1,,,,,,,1112,870,,,,,,,6968,,,,,,HELIXATE FS,,,Prevents and controls bleeding in patients with hemophilia A.,,,,,{},192,,,,,10,Antihemophilic Agent,,400,,208,,10,16,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009047/?report=details,208,,,
,,,,9,,,,1,,,,,,,1112,870,,,,,,,6968,,,,,,HELIXATE FS,,,Prevents and controls bleeding in patients with hemophilia A.,,,,,{},192,,,,,10,Hemostatic,,400,,208,,10,16,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009047/?report=details,208,,,
