nonaccredited_cnt,investment_cnt,accredited_sum,meal_cnt,research_rank,nonaccredited_rank,speaking_sum,education_cnt,honoraria_cnt,grant_rank,consulting_rank,grant_sum,honoraria_rank,investment_rank,general_rank,meal_rank,royalty_rank,travel_sum,grant_cnt,royalty_cnt,investment_sum,honoraria_sum,id,facility_sum,entertainment_rank,entertainment_sum,gift_cnt,travel_cnt,charitable_sum,accredited_cnt,speaking_rank,research_sum,travel_rank,charitable_cnt,drugs,meal_sum,accredited_rank,cleanname,gift_sum,speaking_cnt,royalty_sum,general_cnt,consulting_cnt,education_rank,research_cnt,education_sum,nonaccredited_sum,facility_cnt,gift_rank,devices,entertainment_cnt,general_sum,consulting_sum,charitable_rank,facility_rank
,,,198,,,,69,,,,,,,534,408,,16837,,,,,1284,,,,,85,,,,,292,,{},4675,,Desert Mountain Medical,,,,352,,97,,20415,,,,{},,41929,,,
,,,364,,,11036,,,130,,11007,,,550,307,,5450,16,,,,1285,,,,,3,,,257,,409,,{},12330,,"Devicor Medical Products, Inc.",,1,,384,,,,,,,,{},,39824,,,
,,,715,205,,29310,,1,,,,106,,458,271,,14289,,,,8815,1286,,,,,25,,,216,166654,307,,{},18215,,"Dexcom, Inc.",,7,,748,,,11,,,,,{},,70630,,,
,,,953,,,93649,,,,438,,,,308,203,,25548,,,,,1287,,,,,126,,,149,,240,,{},36284,,"Dfine, Inc.",,29,,1128,20,,,,,,,{},,168333,12851,,
,,,787,,,,,32,,477,,78,,450,195,,,,,,22000,1288,,,,3,,,,,,,,{},39959,,"Diadexus, Inc.",2997,,,826,4,,,,,,104,{},,73351,8393,,
,,,,,,,,,,440,,,,709,,,,,,,,1289,,,,,,,,,,,,{},,,"Diagnosoft, Inc.",,,,4,4,,,,,,,{},,12500,12500,,
,,6000,29,315,,,,,,,,,,729,532,,3259,,,,,1290,,,,,17,,4,,28266,456,,{},1541,31,Diagnostica Stago Inc.,,,,50,,,5,,,,,{},,10801,,,
,,,,211,,,,,,427,,,,681,,,,,,,,1291,,,,,,,,,156045,,,{},,,Diagnostica Stago Sas,,,,2,2,,8,,,,,{},,14980,14980,,
,,,6,,,,,,,,,,,973,727,,,,,,,1292,,,,,,,,,,,,{},173,,"Digestive Care, Inc.",,,,6,,,,,,,,{},,173,,,
,,,43,,,,,,,,,,,918,595,,,,,,,1293,,,,,,,,,,,,{},849,,"Digestive Care, Inc. Manufacturer",,,,43,,,,,,,,{},,849,,,
,,,74,,,,,,,,,,,789,528,,321,,,,,1294,,,,11,1,,,,,597,,{},1594,,Digirad Corporation,4375,,,86,,,,,,,94,{},,6290,,,
,,,62,,,,69,,,322,,,,507,447,,8978,,,,,1295,,,,,27,,,,,352,,{},3172,,"Discovery Laboratories, Inc.",,,,172,14,173,,3998,,,,{},,49441,33292,,
,,,4094,242,,1657,329,34,24,33,309564,26,,71,102,30,130488,104,37,,137435,1296,9913,,,,334,,,352,107898,95,,{},149648,,"Djo Global, Inc.",,13,982675,5028,84,92,32,21664,,36,,{},,1904200,1143830,,77
,,,,,,,,,,,,,,1003,,,,,,,,1297,,,,,,,,,,,,{},,,"Domain Surgical, Inc.",,,,0,,,,,,,,{},,0,,,
,,,46,,,6000,,,,,,,,723,427,,1328,,,,,1298,,,,,2,,,288,,535,,{},3761,,"Dornier Medtech America, Inc.",,2,,50,,,,,,,,{},,11089,,,
,,,4,83,,3244,,,,176,,,,371,688,,1098,,,,,1299,,,,,8,,,319,1427893,543,,{},290,,"Dr.Reddy's Laboratories,Inc.",,6,,118,100,,289,,,,,{},,108908,104274,,
,,,303,,,,1,,,,,,,720,405,,,,,,,1300,,,,108,,,,,,,,{},4816,,Ds Healthcare Inc.,3530,,,412,,190,,3016,,,100,{},,11362,,,
,,,1,389,,,,,,367,,,,604,769,,5886,,,,,1301,,,,,3,,,,6750,401,,{},79,,Duchesnay Inc.orporated,,,,8,4,,3,,,,,{},,27840,21875,,
,,,4138,,,264987,863,,,413,,,,178,110,,49897,,,,,1302,,,,,161,,,92,,172,,{},129792,,Duchesnay USA Inc.orporated,,234,,5402,6,244,,697,,,,{},,461575,16200,,
,,,2832,,,9620,,305,,,,23,,230,137,,,,,,189541,1303,,,,,,,,266,,,,{},84923,,"Dusa Pharmaceuticals, Inc.",,41,,3178,,,,,,,,{},,284085,,,
,,,,,,557,,6,,460,,120,,664,,,,,,,5000,1304,,,,6,,235,,381,,,1,{},,,Dux Industries Inc.,2131,1,,25,11,,,,,,111,{},,17923,10000,93,
,,,603,147,,23750,31,,155,191,4500,,,302,260,,32640,2,,,,1305,,,,,117,,,226,388530,214,,{},20247,,Dyax Corp,,2,,799,44,259,20,493,,,,{},,173631,92000,,
,,,43,,,,,,,,,,,938,616,,,,,,,1306,,,,,,,,,,,,{},669,,Dynasplint Systems Inc.,,,,43,,,,,,,,{},,669,,,
,,,,,,,,,,,,,,985,,,,,,,,1307,,,,3,,,,,,,,{},,,Dynatronics Corp.,118,,,3,,,,,,,173,{},,118,,,
,,,21,311,,,5,,,310,,,,495,676,,,,,,,1308,,,,3,,,,,30000,,,{},331,,"Ecardio Diagnostics, LLC",156,,,34,5,95,3,20850,,,165,{},,56838,35500,,
,,,10,,,,,,,,,,,908,576,,119,,,,,1309,,,,,1,,,,,607,,{},1002,,"Eckert & Ziegler, Bebig",,,,11,,,,,,,,{},,1121,,,
,,,573,,,,,3,,364,,120,,558,343,,,,,,5000,1310,,,,171,,,,,,,,{},8253,,"Ecr Pharmaceuticals Co., Inc.",1861,,,752,5,,,,,,114,{},,37614,22500,,
,,,17,,,,,,,,,,,837,517,,1597,,,,,1311,,,,,6,,,,,516,,{},1705,,Edap Technomed Inc.,,,,23,,,,,,,,{},,3303,,,
,,,18010,36,,841455,1218,,,11,,,,37,50,,354095,,,,,1312,17250,,,,1113,,,46,6139519,51,,{},434667,,Eisai Inc.,,425,,20857,77,98,2507,19868,,14,,{},,4833642,3166304,,58
,,,474,,,2000,,,,484,,,,599,346,194,,,1,,,1313,,,,,,10650,,340,,,16,{},8114,,"Electromed, Inc.",,2,304,497,5,,,,,,,{},,28564,7800,40,
,,,,,,,2,,,,,,,787,,,,,,,,1314,,,,,,,,,,,,{},,,Elekta Instrument AB,,,,2,,148,,6700,,,,{},,6700,,,
,,,3,,,,,,,,,,,991,781,,,,,,,1315,,69,39,,,,,,,,,{},47,,Elekta Ltd.,,,,5,,,,,,,,{},2,86,,,
,,,,,,,,,,,,,,860,,,2574,,,,,1316,,,,,1,,,,,472,,{},,,"Elekta Medical, S.A.",,,,1,,,,,,,,{},,2574,,,
,,,7,,,,,,,,,,,955,663,,,,,,,1317,,,,,,,,,,,,{},398,,Elekta Oy,,,,7,,,,,,,,{},,398,,,
20,,,113324,4,21,6337669,1077,,9,25,942878,,,14,12,27,949587,27,9,,,1318,48503,56,136,,4330,,,9,71939303,26,,{},1942732,,Eli Lilly and Company,,3577,1308317,123055,624,61,6104,44029,39335,75,,{},1,11662210,1357338,,27
,,,65,,,,,5,,564,,89,,621,498,,7095,,,,14200,1319,,,,2,6,,,,,385,,{},2053,,"Ellex, Inc.",250,,,79,1,,,,,,152,{},,25099,1500,,
,,,28,374,,,,,129,220,11250,,,385,554,170,1481,1,1,,,1320,,,,,5,16500,,,8589,526,4,{},1287,,"Ellipse Technologies, Inc.",,,5042,49,11,,5,,,,,{},,100926,70406,30,
,,,32,396,,500,,27,,,,62,,312,519,,,,,,35488,1321,,23,1353,44,,,,382,5572,,,{},1661,,Ellman International,128071,1,,124,,,1,,,,22,{},20,167075,,,
,,,9695,38,,324107,,,,69,,,,112,89,,77881,,,,,1322,,8,4800,100,269,5075,,85,5443039,123,2,{},184210,,"Emd Serono, Inc.",13613,154,,10322,101,,841,,,,62,{},1,1057404,447716,54,
,,,891,108,,6294,5,,151,187,5000,,,341,286,,8829,2,,,,1323,,,,,26,,,284,778374,355,,{},15265,,Emergent Biosolutions Inc.,,4,,962,34,300,55,35,,,,{},,129499,94075,,
,,,,393,,,,,,,,,,1003,,,,,,,,1324,,,,,,,,,5950,,,{},,,"Eminent Spine, LLC",,,,0,,,2,,,,,{},,0,,,
,,,18,,,,,,,,,,,961,678,,,,,,,1325,,,,,,,,,,,,{},331,,Encision Inc.,,,,18,,,,,,,,{},,331,,,
,,,8807,121,,500,532,,,162,,,,214,105,,48212,,,,,1326,,,,1,133,,,382,637660,175,,{},142419,,Endo Pharmaceuticals Inc.,104,1,,9539,65,84,105,26177,,,176,{},,344632,127219,,
,,,268,,,,,28,,497,,40,,396,319,,4286,,,,72721,1327,,,,,31,,,,,426,,{},10142,,"Endocare, Inc.",,,,328,1,,,,,,,{},,93532,6383,,
,,,147,,,12500,,1,,439,,186,,474,344,,29875,,,,100,1328,,,,,23,,,250,,223,,{},8165,,"Endochoice, Inc.",,4,,181,6,,,,,,,{},,63391,12750,,
,,,,,,,,,,,,,,522,,,,,,,,1329,,,,146,,,,,,,,{},,,Endoco Inc. Dba Ultimate Dental,45405,,,146,,,,,,,39,{},,45405,,,
,3,,,,,,,,,493,,,3,169,,,,,,500000,,1330,2325,,,,,,,,,,,{},,,"Endoevolution, LLC",,,,6,2,,,,,1,,{},,509201,6876,,129
,,,213,98,,2500,,1,132,378,10500,172,,494,294,,8325,4,,,1000,1331,,,,,13,,,335,1040527,365,,{},13973,,"Endogastric Solutions, Inc.",,1,,242,10,,206,,,,,{},,56915,20616,,
,,,2109,,,,18,3,143,87,6000,180,,140,90,,149922,2,,,750,1332,22750,,,3,519,,,,,85,,{},183981,,"Endologix, Inc.",96,,,2793,133,171,,4022,,6,178,{},,696632,329110,,50
,1,,2132,225,,,,,113,96,17073,,59,180,154,,66398,2,,1484,,1333,,,,,177,,,,137445,136,,{},72274,,"Entellus Medical, Inc.",,,,2422,110,,43,,,,,{},,446353,289123,,
,,,31,,,,,,,433,,,,636,492,,5592,,,,,1334,,,,,10,,,,,405,,{},2150,,Envoy Medical Corporation,,,,48,7,,,,,,,{},,21843,14100,,
,,,84,,,,,,,305,,,,545,431,83,,,4,,,1335,,60,80,,,,,,,,,{},3615,,"Epimed International, Inc.",,,88620,90,5,,,,,,,{},1,40423,36728,,
,,,31,,,,3,,183,544,1500,,,688,437,,,2,,,,1336,3800,,,,,,,,,,,{},3442,,Erbe USA Inc.,,,,40,1,188,,3061,,3,,{},,14304,2500,,113
,,,15,,,64581,,,,,,,,457,450,,3467,,,,,1337,,,,,5,,,165,,447,,{},3053,,"Esaote North America, Inc.",,112,,132,,,,,,,,{},,71102,,,
,1,,52,,,495218,7,,,538,,,60,168,483,,3839,,,701,,1338,,,,281,39,,,69,,435,,{},2337,,Essential Dental Systems Inc.orporated,9066,174,,558,4,200,,2341,,,74,{},,516371,2868,,
,,,45,,,289,,,,242,,,,397,354,,20666,,,,,1339,,14,2999,,28,,,390,,260,,{},7754,,Etex Corporation,,1,,80,1,,,,,,,{},5,93460,61750,,
,,,10475,91,,94426,38,,16,18,514168,,,45,53,68,713411,32,3,,,1340,361118,,,2,1721,5000,,147,1148517,33,1,{},402851,,Ethicon Inc.,114,103,173112,13133,655,162,48,4811,,106,174,{},,3994937,1899034,55,1
,,,,,,4923706,,,,,,,,36,,,,,,,,1341,,,,,,,,12,,,,{},,,Evalve Inc.,,21,,21,,,,,,,,{},,4923706,,,
,6,,17,,,,,,,,,,33,496,566,,1413,,,53894,,1342,,,,,5,,,,,528,,{},1126,,Evergreen Orthopedic Research Lab LLC,,,,28,,,,,,,,{},,56434,,,
,,,,,,,,,,,,,,702,,,,,,,,1343,,,,294,,,,,,,,{},,,"Exacta Dental Products, Inc.",13165,,,294,,,,,,,66,{},,13165,,,
,,,497,214,,1740,,,151,49,5000,,,123,168,18,222881,1,42,,,1344,,,,,239,,,351,150975,74,,{},54308,,"Exactech, Inc.",,31,2446370,844,76,,17,,,,,{},,915745,631815,,
,,,475,64,,488390,,,,48,,,,103,327,,3441,,,,,1345,,,,,7,,,71,2402011,449,,{},9451,,Exelixis Inc.,,12,,522,28,,335,,,,,{},,1160566,659282,,
,,,49,,,,,,,231,,,,456,468,72,3916,,16,,,1346,,,,,15,,,,,434,,{},2598,,Extremity Medical,,,130173,89,25,,,,,,,{},,71537,65022,,
,2,,,,,,,,,,,,35,548,,,,,,40000,,1347,,,,,,,,,,,,{},,,"Farallon Surgical, LLC",,,,2,,,,,,,,{},,40000,,,
,,,111,,,,,,184,,1000,,,887,622,,,1,,,,1348,,,,,,,,,,,,{},636,,"Fci Ophthalmics, Inc.",,,,112,,,,,,,,{},,1636,,,
,,,2,,,,1,,,,,,,924,790,,,,,,,1349,,,,,,,,,,,,{},34,,"Fera Pharmaceuticals, LLC",,,,3,,240,,750,,,,{},,784,,,
,,,13983,102,,492981,298,,,118,,,,94,59,,314668,,,,,1350,5900,,,,844,,,70,846930,57,,{},333553,,Ferring Pharmaceuticals Inc.,,236,,15447,82,144,14,7059,,4,,{},,1364374,210212,,103
,,,1,,,,,3,,461,,164,,718,771,,,,,,1500,1351,,,,,,,,,,,,{},74,,"Fff Enterprises, Inc.",,,,8,4,,,,,,,{},,11574,10000,,
,,,126,403,,,,2,,,,105,,691,396,,,,,,9000,1352,,,,,,,,,3449,,,{},5078,,Fidia Pharma USA Inc.,,,,128,,,2,,,,,{},,14078,,,
,,,565,,,,,,,,,,,591,302,,1997,,,,,1353,,3,14759,2,4,,,,,496,,{},12832,,Fisher & Paykel Healthcare Inc.,131,,,639,,,,,,,170,{},68,29721,,,
,,,62,,,,24,6,179,,2320,99,,679,515,,631,1,,,10000,1354,,,,,3,,,,,572,,{},1722,,Fisher Scientific Company LLC,,,,96,,254,,529,,,,{},,15203,,,
,,,,,,,,,,578,,,,923,,,,,,,,1355,,,,,,,,,,,,{},,,"Flexuspine, Inc.",,,,4,4,,,,,,,{},,790,790,,
,,,15,,,41730,1,,,482,,,,466,630,,1566,,,,,1356,,5,9716,,6,,,190,,519,,{},575,,Flowonix Medical Inc.orporated,,6,,258,16,163,,4800,,,,{},214,66304,7915,,
,,,,405,,,,,,400,,,,658,,,,,,,,1357,,,,,,,,,2750,,,{},,,Focus Diagnostics Inc.,,,,2,2,,2,,,,,{},,18725,18725,,
5,,,180267,14,32,12490719,21537,,89,66,37082,,,4,5,,1283220,44,,,,1358,,,,,8213,34250,,1,25926304,18,137,{},2755078,,"Forest Laboratories, Inc.",,9176,,219526,147,37,2708,81662,13425,,,{},,17177534,482096,16,
,,,1,,,,,,,,,,,989,761,,,,,,,1359,,,,,,,,,,,,{},98,,"Fort Worth Surgical Supply, LLC",,,,1,,,,,,,,{},,98,,,
,,,12,246,,17190,,1,,331,,187,,439,601,,28038,,,,100,1360,,,,,15,,,237,101937,232,,{},769,,"Fresenius Kabi USA, LLC",,7,,50,15,,10,,,,,{},,76365,30267,,
,,,209,,,,,,,,,,,876,495,,,,,,,1361,,,,,,,,,,,,{},2078,,"Fsc Laboratories, Inc.",,,,209,,,,,,,,{},,2078,,,
,,,98,228,,344972,,,,226,,,,160,345,,17537,,,,,1362,,,,165,4,9250,,80,130709,283,4,{},8150,,"Fujifilm Medical Systems USA, Inc.",92707,4,,289,14,,10,,,,27,{},,539020,66403,45,
,,,242,,,18602,359,31,79,315,44621,56,,222,329,,41576,1,,,45050,1363,,,,26,49,,,234,,190,,{},9370,,"Fujifilm Sonosite, Inc.",68623,11,,728,9,62,,43669,,,34,{},,306228,34715,,
,,,,185,,,,,164,,3000,,,842,,31,,1,8,,,1364,,,,1,,,,,214681,,,{},,,"Fujirebio Diagnostics, Inc.orporated",41,,784359,2,,,9,,,,186,{},,3041,,,
,,,,,,,,7,,,,96,,725,,,440,,,,10500,1365,,,,,1,,,,,584,,{},,,"Fukuda Denshi Co., Ltd.",,,,8,,,,,,,,{},,10940,,,
,,,4,,,,,,,,,,,945,694,,,,,,,1366,,,,6,,,,,,,,{},270,,"Fukuda Denshi USA, Inc.",222,,,10,,,,,,,157,{},,492,,,
4,,32500,745,221,26,239,,,69,158,57498,,,151,248,91,17795,24,11,,,1367,,,,157,58,,7,393,138784,282,,{},21534,17,Gac International LLC,303736,4,66148,1028,29,,3,,25000,,8,{},,590639,132335,,
,,,10277,197,,556300,457,,,112,,,,89,46,,209897,,,,,1368,,,,,712,,,67,189391,77,,{},463963,,"Galderma Laboratories, L.P.",,276,,11867,145,145,12,6986,,,,{},,1467059,229912,,
,,,6,40,,,,,,420,,,,654,698,,3685,,,,,1369,,,,,15,,,,5128172,441,,{},252,,"Galderma Research & Development, LLC",,,,25,4,,350,,,,,{},,19387,15450,,
,,,22,,,,,,,,,,,962,679,,,,,,,1370,,,,,,,,,,,,{},331,,Galen Us Inc.,,,,22,,,,,,,,{},,331,,,
,,,48,319,,,8,,67,490,60289,,,449,417,,1716,3405,,,,1371,,,,,8,,,,26043,503,,{},4259,,Galil Medical Inc.,,,,3475,6,297,32,51,,,,{},,73423,7106,,
,,,15,,,,,,,,,,,851,463,,,,,,,1372,,,,,,,,,,,,{},2762,,Galt Medical,,,,15,,,,,,,,{},,2762,,,
,,,1399,220,,241818,16,,,321,,,,162,153,,186695,,,,,1373,,,,,474,,,96,138999,79,,{},73000,,Gambro AAB,,80,,1984,15,277,34,215,,,,{},,535077,33347,,
,,,664,,,,,31,,297,,39,,298,223,,8226,,,,78355,1374,,39,490,36,17,,,,,366,,{},30597,,Gc America Inc.,20225,,,763,10,,,,,,52,{},5,176229,38333,,
,,,4,,,,,,,,,,,969,705,,,,,,,1375,,,,,,,,,,,,{},228,,"Ge Capital, Healthcare Financial Services, An Unincorporated Division Of General Electric Capital Co",,,,4,,,,,,,,{},,228,,,
15,,6809,1937,89,25,266826,,1,32,56,220907,172,,84,162,26,263966,47,11,,1000,1376,172175,,,,173,,12,91,1283904,66,,{},60858,27,Ge Healthcare,,43,1323142,2386,98,,55,,25720,60,,{},,1540055,521791,,5
,,,57,206,,599,1,,,550,,,,634,503,,1491,,,,,1377,,,,1,2,15500,,379,162384,525,2,{},1864,,Gebauer Company,7,3,,67,1,271,4,300,,,200,{},,22138,2375,31,
12,,,314,219,23,,,,119,,14757,,,424,217,,,1,,,,1378,,,,,,,,,139995,,,{},32326,,"Geistlich Pharma, North America, Inc.",,,,327,,,6,,34610,,,{},,81694,,,
,,,51,,,,19,,,,,,,687,489,,4904,,,,,1379,,,,,15,,,,,416,,{},2185,,Gemini Medical LLC,,,,85,,143,,7274,,,,{},,14363,,,
,,,39534,3,,4506156,820,,7,8,1064145,,,9,24,1,1948767,38,65,,,1380,179275,,,,2858,76200,,15,72643450,4,17,{},1222602,,"Genentech, Inc.",,2394,122548134,47045,1254,42,7168,66760,,130,,{},,12893932,3830024,8,4
,,,,383,,3200,,,,377,,,,628,,173,,,1,,,1381,,,,,,,,320,7325,,,{},,,"Genmark Diagnostics, Inc.",,3,4445,8,5,,1,,,,,{},,23870,20670,,
,255,,,,,,,,,,,,24,440,,,,,,76288,,1382,,,,,,,,,,,,{},,,Georgia Cryotherapy LP,,,,255,,,,,,,,{},,76288,,,
2,,,41992,81,43,4641400,437,511,44,52,159268,4,,23,23,,1389907,20,,,952692,1383,108414,,,,3196,,,14,1485356,16,,{},1272567,,Gilead Sciences Inc.,,2965,,49300,84,135,92,8833,6000,93,,{},,9128940,589857,,11
,,,,329,,,,,,,,,,1003,,,,,,,,1384,,,,,,,,,24045,,,{},,,Given Imaging Los Angeles LLC,,,,0,,,1,,,,,{},,0,,,
,,,8,129,,,,,,324,,,,574,645,112,355,,2,,,1385,,,,,1,,,,560862,592,,{},516,,Given Imaging Ltd.,,,40000,33,24,,65,,,,,{},,33722,32850,,
,,,496,,,,,,,309,,,,482,287,,7801,,,,,1386,,,,1,17,,,,,375,,{},14744,,"Given Imaging, Inc.",2492,,,538,24,,,,,,107,{},,60571,35532,,
1,,,405,235,64,4095,7,7,193,178,250,67,,268,290,126,54950,1,2,,29000,1387,4400,,,,38,,,304,122252,162,,{},14309,,Glaukos Corporation,,2,29166,490,24,201,81,2327,1000,5,,{},,212582,102250,,109
,,,14984,5,,3324299,229,1711,64,28,65136,20,,32,43,,893240,6,,,228812,1388,41700,,,,2961,,,19,65437909,28,,{},524052,,"Glaxosmithkline, LLC.",,2115,,22458,427,156,9118,5688,,25,,{},,6344395,1261467,,36
,,,,232,,,,,,,,,,1003,,,,,,,,1389,,,,,,,,,127185,,,{},,,Glenmark Generics Inc.,,,,0,,,1,,,,,{},,0,,,
,,,2335,297,,566842,,,83,88,38887,,,93,122,14,288904,4,438,,,1390,,,,,743,40000,,62,45425,60,2,{},106392,,"Globus Medical, Inc.",,184,3318741,3411,143,,15,,,,,{},,1366458,325431,15,
,,,20,,,,1,,,,,,,843,682,,2587,,,,,1391,,,,,11,,,,,471,,{},315,,Goode Surgical Inc.,,,,32,,298,,50,,,,{},,2953,,,
,,,28,,,,,,,,,,,816,497,,2242,,,,,1392,,,,,8,,,,,483,,{},2069,,"Gotham Surgical Solutions & Devices, Inc.",,,,36,,,,,,,,{},,4312,,,
,11,,,,,150978,,,,,,,46,310,,,,,,16500,,1393,,,,,,,,124,,,,{},,,"Great Lakes Medical Services, LLC",,7163,,7174,,,,,,,,{},,167478,,,
,,,5,,,,,,,355,,,,619,703,,426,,,,,1394,,,,,1,,,,,587,,{},238,,"Greatbatch, Inc.",,,,21,15,,,,,,,{},,25139,24475,,
,,,,,,,,,,529,,,,826,,,,,,,,1395,,,,,,,,,,,,{},,,"Greiner Bio One North America, Inc.",,,,3,3,,,,,,,{},,3775,3775,,
,,,7696,,,336100,17,,,306,,,,143,96,,76191,,,,,1396,,,,1,458,,,83,,127,,{},166507,,"Grifols USA, LLC",30,160,,8343,11,50,,55669,,,188,{},,670498,36000,,
,,,130,302,,,1,,49,343,115430,,,317,326,,12295,3,,,,1397,,,,,33,,,,36786,328,,{},9545,,"Grifols, Inc.",,,,186,19,231,6,1000,,,,{},,165608,27337,,
,,,17,,,,2,,,532,,,,610,542,,17806,,,,,1398,,,,,33,,,,,281,,{},1455,,"Grifols, S.A.",,,,54,2,176,,3800,,,,{},,26461,3400,,
,,,168,,,23500,,14,62,221,71506,68,,252,293,82,33102,3,1,,28000,1399,,,,,60,,,227,,212,,{},14143,,Guerbet LLC,,4,90000,260,11,,,,,,,{},,240128,69875,,
,,,,345,,,,,,,,,,1003,,,,,,,,1400,,,,,,,,,17191,,,{},,,Gulf Coast Regional Blood Center,,,,0,,,1,,,,,{},,0,,,
,8,,,,,,,,,,,,53,779,,,,,,7203,,1401,,,,,,,,,,,,{},,,Gulf States Cryotherapy LP,,,,8,,,,,,,,{},,7203,,,
,,,6,,,,,,,326,,,,475,691,129,5274,,6,,,1402,25315,,,,9,,,,,410,,{},278,,"Gyrus Acmi, Inc.",,,25012,29,13,,,,,1,,{},,62861,31992,,48
,,,,,,,,,,,,,,762,,,,,,,,1403,8528,,,,,,,,,,,{},,,"Gyrus Acmi, L.P.",,,,1,,,,,,1,,{},,8528,,,87
,,,,,,,,,,476,,,,763,,115,,,38,,,1404,,,,,,,,,,,,{},,,"Gyrus Ent, LLC",,,36977,11,11,,,,,,,{},,8457,8457,,
,,,,,,,,,,,,,,1003,,163,,,1,,,1405,,,,,,,,,,,,{},,,Gyrus Medical GmbH,,,6230,0,,,,,,,,{},,0,,,
,,,,,,,,,,468,,,,730,,124,1617,,2,,,1406,,,,,2,,,,,514,,{},,,"Gyrus Medical, Inc.",,,29570,14,12,,,,,,,{},,10755,9137,,
,,,,375,,,,17,,292,,46,,311,,,62871,,,,64601,1407,,,,,40,,,,8473,142,,{},,,H. Lundbeck A S,,,,88,31,,8,,,,,{},,167456,39983,,
,,,,418,,,,,,,,,,1003,,,,,,,,1408,,,,,,,,,470,,,{},,,"Haag Streit USA, Inc.",,,,0,,,1,,,,,{},,0,,,
,,,200,155,,33233,9087,9,157,434,4000,83,,272,306,,18227,1,,,15600,1409,,17,2012,,15,15,,208,355994,277,1,{},12378,,Haemonetics Corporation,,13,,9486,7,31,36,109115,,,,{},153,208583,14000,99,
,,,119,,,2000,10,36,,241,,85,,380,377,,18068,,,,15025,1410,,,,,36,,,340,,279,,{},6650,,Halozyme Inc.,,1,,222,20,266,,420,,,,{},,104114,61950,,
,,,174,233,,36370,,4,,142,,102,,250,283,,21660,,,,9875,1411,2975,,,,48,,,204,124371,256,,{},15509,,"Halt Medical, Inc.",,18,,265,20,,11,,,1,,{},,244358,157967,,123
,1,,,,,,,,,,,,31,489,,162,,,1,58010,,1412,,,,,,,,,,,,{},,,Hand Biomechanics Laboratory,,,7286,1,,,,,,,,{},,58010,,,
,,,167,165,,575,,,,486,,,,575,374,,18710,,,,,1413,,,,,36,,,380,294519,271,,{},6823,,"Hansen Medical, Inc.",,1,,209,5,,14,,,,,{},,33702,7593,,
,,,90,168,,,21,,,379,,,,578,367,,,,,,,1414,,,,,,,,,275740,,,{},7077,,Harvest Technologies Corp.,,,,127,16,159,44,5083,,,,{},,32589,20429,,
4,,,194,,45,26579,75,,52,,102000,,,271,276,133,26472,2,2,,,1415,6350,,,9,12,,,220,,234,,{},16793,,"Heidelberg Engineering, Inc.",441,18,24929,318,,85,,26046,4450,4,144,{},,209132,,,100
,,,7,344,,,,,,528,,,,705,693,,,,,,,1416,,,,25,,,,,18343,,,{},271,,Helena Laboratories Corporation,8696,,,40,8,,10,,,,77,{},,12767,3800,,
,,,,,,,,,,380,,,,565,,127,10615,,5,,,1417,4323,,,,4,,,,,342,,{},,,"Helix Medical, LLC",,,27212,7,2,,,,,1,,{},,34938,20000,,111
5,,98024,2761,,38,18182,37,,,102,,,,82,117,,59175,,,,,1418,2625,12,3900,8969,118,300,26,235,,152,1,{},112628,13,"Henry Schein, Inc.",996471,23,,12058,66,147,,6765,8333,2,3,{},50,1567980,261575,90,125
,,,892,,,,,5,193,359,250,63,,367,256,,3719,1,,,34000,1419,,24,1280,61,3,,,,,440,,{},20820,,"Heraeus Kulzer, LLC",29218,,,974,8,,,,,,48,{},4,112659,23370,,
,,,32,327,,,,,,,,,,939,626,,,,,,,1420,,,,,,,,,24334,,,{},612,,Het Systems LLC,,,,32,,,6,,,,,{},,612,,,
,,,,,,,4,,,574,,,,834,,,,,,,,1421,,,,46,,,,,,,,{},,,Hf Acquisition Co. LLC,1312,,,51,1,228,,1075,,,118,{},,3387,1000,,
,,,,,,,,,,,,,,1003,,,,,,,,1422,,,,,,,,,,,,{},,,"Highline Surgical Solutions, LLC",,,,0,,,,,,,,{},,0,,,
,,,1028,310,,59272,1,6,,385,,103,,303,225,,51955,,,,9624,1423,,,,11,50,,,171,31530,169,,{},28981,,"Hill Rom Holdings, Inc.",2987,40,,1140,4,305,3,17,,,105,{},,172676,19840,,
,,,15,,,,,,133,,10401,,,677,615,122,3379,4,1,,,1424,,27,1088,,13,,,,,452,,{},681,,Hitachi Aloka Medical Ltd.,,,30000,46,,,,,,,,{},14,15550,,,
,,,,,,,,,,,,,,736,,,,,,,,1425,,4,10044,,,,,,,,,{},,,"Hitachi Medical Systems America, Inc.",,,,119,,,,,,,,{},119,10044,,,
,,373,420,322,,763,,58,,505,,38,,362,253,,4323,,,,83606,1426,,,,,8,,1,371,25018,425,,{},21115,51,Hollister Inc.orporated,,2,,493,4,,6,,,,,{},,116061,5879,,
,,109805,14108,318,,,22474,3,,483,,144,,206,86,,3590,,,,2750,1427,,,,,26,,74,,26093,443,,{},190109,12,"Horizon Pharma USA, Inc.",,,,36689,4,56,3,50941,,,,{},,365026,7830,,
,,,1855,198,,159900,,,,370,,,,226,184,,55691,,,,,1428,8240,,,,133,,,121,186728,161,,{},47698,,"Hospira Worldwide, Inc.",,75,,2091,11,,11,,,17,,{},,293004,21474,,90
